case_id,start_time,end_time,Activity,defectFixed,defectType,numberRepairs,Role,phoneType
777,2017-01-17T22:28:00,2017-01-17T22:28:00,Inform User,,,,System,
777,2017-01-17T22:35:00,2017-01-17T22:40:00,Test Repair,FALSE,,0,Tester4,
777,2017-01-17T22:46:00,2017-01-17T22:46:00,Restart Repair,,,,System,
777,2017-01-17T22:46:00,2017-01-17T23:02:00,Repair (Complex),,,,SolverC1,
777,2017-01-17T23:02:00,2017-01-17T23:07:00,Test Repair,TRUE,,0,Tester4,
777,2017-01-17T23:17:00,2017-01-17T23:17:00,Archive Repair,TRUE,,0,System,
778,2017-01-17T01:42:00,2017-01-17T01:42:00,Register,,,,System,
778,2017-01-17T01:42:00,2017-01-17T01:49:00,Analyze Defect,,4,,Tester1,T1
778,2017-01-17T01:54:00,2017-01-17T02:13:00,Repair (Simple),,,,SolverS3,
778,2017-01-17T02:13:00,2017-01-17T02:18:00,Test Repair,TRUE,,1,Tester1,
778,2017-01-17T02:31:00,2017-01-17T02:31:00,Inform User,,,,System,
778,2017-01-17T02:31:00,2017-01-17T02:31:00,Archive Repair,TRUE,,1,System,
779,2017-01-17T09:59:00,2017-01-17T09:59:00,Register,,,,System,
779,2017-01-17T09:59:00,2017-01-17T10:05:00,Analyze Defect,,10,,Tester2,T2
779,2017-01-17T10:12:00,2017-01-17T10:22:00,Repair (Complex),,,,SolverC1,
779,2017-01-17T10:22:00,2017-01-17T10:29:00,Test Repair,TRUE,,0,Tester3,
779,2017-01-17T10:42:00,2017-01-17T10:42:00,Inform User,,,,System,
779,2017-01-17T10:42:00,2017-01-17T10:42:00,Archive Repair,TRUE,,0,System,
78,2017-01-03T03:22:00,2017-01-03T03:22:00,Register,,,,System,
78,2017-01-03T03:22:00,2017-01-03T03:27:00,Analyze Defect,,7,,Tester6,T2
78,2017-01-03T03:56:00,2017-01-03T04:38:00,Repair (Complex),,,,SolverC3,
78,2017-01-03T03:57:00,2017-01-03T03:57:00,Inform User,,,,System,
78,2017-01-03T04:38:00,2017-01-03T04:45:00,Test Repair,TRUE,,0,Tester5,
78,2017-01-03T04:54:00,2017-01-03T04:54:00,Archive Repair,TRUE,,0,System,
780,2017-01-17T01:28:00,2017-01-17T01:28:00,Register,,,,System,
780,2017-01-17T01:28:00,2017-01-17T01:34:00,Analyze Defect,,4,,Tester3,T3
780,2017-01-17T01:46:00,2017-01-17T01:51:00,Repair (Simple),,,,SolverS1,
780,2017-01-17T01:51:00,2017-01-17T02:01:00,Test Repair,FALSE,,1,Tester2,
780,2017-01-17T01:58:00,2017-01-17T01:58:00,Inform User,,,,System,
780,2017-01-17T02:08:00,2017-01-17T02:08:00,Restart Repair,,,,System,
780,2017-01-17T02:08:00,2017-01-17T02:22:00,Repair (Simple),,,,SolverS2,
780,2017-01-17T02:22:00,2017-01-17T02:29:00,Test Repair,TRUE,,2,Tester3,
780,2017-01-17T02:39:00,2017-01-17T02:39:00,Archive Repair,TRUE,,2,System,
781,2017-01-18T03:29:00,2017-01-18T03:29:00,Register,,,,System,
781,2017-01-18T03:29:00,2017-01-18T03:37:00,Analyze Defect,,7,,Tester4,T3
781,2017-01-18T03:44:00,2017-01-18T03:55:00,Repair (Complex),,,,SolverC2,
781,2017-01-18T03:55:00,2017-01-18T04:04:00,Test Repair,TRUE,,0,Tester2,
781,2017-01-18T04:26:00,2017-01-18T04:26:00,Inform User,,,,System,
781,2017-01-18T04:26:00,2017-01-18T04:26:00,Archive Repair,TRUE,,0,System,
782,2017-01-17T07:24:00,2017-01-17T07:24:00,Register,,,,System,
782,2017-01-17T07:24:00,2017-01-17T07:29:00,Analyze Defect,,5,,Tester5,T3
782,2017-01-17T07:30:00,2017-01-17T07:35:00,Repair (Simple),,,,SolverS1,
782,2017-01-17T07:35:00,2017-01-17T07:40:00,Test Repair,FALSE,,1,Tester6,
782,2017-01-17T07:48:00,2017-01-17T07:48:00,Restart Repair,,,,System,
782,2017-01-17T07:48:00,2017-01-17T08:08:00,Repair (Simple),,,,SolverS3,
782,2017-01-17T07:58:00,2017-01-17T07:58:00,Inform User,,,,System,
782,2017-01-17T08:08:00,2017-01-17T08:18:00,Test Repair,TRUE,,2,Tester5,
782,2017-01-17T08:28:00,2017-01-17T08:28:00,Archive Repair,TRUE,,2,System,
783,2017-01-18T12:29:00,2017-01-18T12:29:00,Register,,,,System,
783,2017-01-18T12:29:00,2017-01-18T12:39:00,Analyze Defect,,2,,Tester4,T3
783,2017-01-18T13:05:00,2017-01-18T13:21:00,Repair (Simple),,,,SolverS3,
783,2017-01-18T13:21:00,2017-01-18T13:27:00,Test Repair,TRUE,,1,Tester1,
783,2017-01-18T13:24:00,2017-01-18T13:24:00,Inform User,,,,System,
783,2017-01-18T13:32:00,2017-01-18T13:32:00,Archive Repair,TRUE,,1,System,
784,2017-01-18T01:39:00,2017-01-18T01:39:00,Register,,,,System,
784,2017-01-18T01:39:00,2017-01-18T01:49:00,Analyze Defect,,8,,Tester4,T2
784,2017-01-18T02:08:00,2017-01-18T02:25:00,Repair (Complex),,,,SolverC1,
784,2017-01-18T02:25:00,2017-01-18T02:35:00,Test Repair,TRUE,,0,Tester2,
784,2017-01-18T02:28:00,2017-01-18T02:28:00,Inform User,,,,System,
784,2017-01-18T02:41:00,2017-01-18T02:41:00,Archive Repair,TRUE,,0,System,
785,2017-01-17T20:14:00,2017-01-17T20:14:00,Register,,,,System,
785,2017-01-17T20:14:00,2017-01-17T20:22:00,Analyze Defect,,4,,Tester2,T2
785,2017-01-17T20:39:00,2017-01-17T20:39:00,Inform User,,,,System,
785,2017-01-17T20:43:00,2017-01-17T20:49:00,Repair (Simple),,,,SolverS2,
785,2017-01-17T20:49:00,2017-01-17T20:56:00,Test Repair,TRUE,,1,Tester2,
785,2017-01-17T21:02:00,2017-01-17T21:02:00,Archive Repair,TRUE,,1,System,
786,2017-01-18T00:20:00,2017-01-18T00:20:00,Register,,,,System,
786,2017-01-18T00:20:00,2017-01-18T00:30:00,Analyze Defect,,4,,Tester6,T3
786,2017-01-18T00:45:00,2017-01-18T00:55:00,Repair (Simple),,,,SolverS3,
786,2017-01-18T00:55:00,2017-01-18T00:55:00,Inform User,,,,System,
786,2017-01-18T00:55:00,2017-01-18T01:00:00,Test Repair,TRUE,,1,Tester3,
786,2017-01-18T01:05:00,2017-01-18T01:05:00,Archive Repair,TRUE,,1,System,
787,2017-01-17T14:43:00,2017-01-17T14:43:00,Register,,,,System,
787,2017-01-17T14:43:00,2017-01-17T14:48:00,Analyze Defect,,7,,Tester4,T1
787,2017-01-17T14:58:00,2017-01-17T15:08:00,Repair (Complex),,,,SolverC1,
787,2017-01-17T15:08:00,2017-01-17T15:16:00,Test Repair,TRUE,,0,Tester2,
787,2017-01-17T15:18:00,2017-01-17T15:18:00,Inform User,,,,System,
787,2017-01-17T15:24:00,2017-01-17T15:24:00,Archive Repair,TRUE,,0,System,
788,2017-01-18T16:42:00,2017-01-18T16:42:00,Register,,,,System,
788,2017-01-18T16:42:00,2017-01-18T16:51:00,Analyze Defect,,2,,Tester2,T3
788,2017-01-18T16:56:00,2017-01-18T17:06:00,Repair (Simple),,,,SolverS3,
788,2017-01-18T17:06:00,2017-01-18T17:12:00,Test Repair,TRUE,,1,Tester2,
788,2017-01-18T17:18:00,2017-01-18T17:18:00,Inform User,,,,System,
788,2017-01-18T17:18:00,2017-01-18T17:18:00,Archive Repair,TRUE,,1,System,
789,2017-01-17T12:34:00,2017-01-17T12:34:00,Register,,,,System,
789,2017-01-17T12:34:00,2017-01-17T12:40:00,Analyze Defect,,4,,Tester1,T2
789,2017-01-17T12:51:00,2017-01-17T13:11:00,Repair (Simple),,,,SolverS3,
789,2017-01-17T13:11:00,2017-01-17T13:18:00,Test Repair,TRUE,,1,Tester6,
789,2017-01-17T13:27:00,2017-01-17T13:27:00,Inform User,,,,System,
789,2017-01-17T13:27:00,2017-01-17T13:27:00,Archive Repair,TRUE,,1,System,
79,2017-01-03T22:12:00,2017-01-03T22:12:00,Register,,,,System,
79,2017-01-03T22:12:00,2017-01-03T22:19:00,Analyze Defect,,4,,Tester6,T2
79,2017-01-03T22:40:00,2017-01-03T22:53:00,Repair (Simple),,,,SolverS2,
79,2017-01-03T22:41:00,2017-01-03T22:41:00,Inform User,,,,System,
79,2017-01-03T22:53:00,2017-01-03T23:00:00,Test Repair,TRUE,,1,Tester1,
79,2017-01-03T23:10:00,2017-01-03T23:10:00,Archive Repair,TRUE,,1,System,
790,2017-01-18T08:25:00,2017-01-18T08:25:00,Register,,,,System,
790,2017-01-18T08:25:00,2017-01-18T08:35:00,Analyze Defect,,7,,Tester4,T2
790,2017-01-18T08:37:00,2017-01-18T09:22:00,Repair (Complex),,,,SolverC3,
790,2017-01-18T09:18:00,2017-01-18T09:18:00,Inform User,,,,System,
790,2017-01-18T09:22:00,2017-01-18T09:30:00,Test Repair,TRUE,,0,Tester2,
790,2017-01-18T09:39:00,2017-01-18T09:39:00,Archive Repair,TRUE,,0,System,
791,2017-01-17T13:44:00,2017-01-17T13:44:00,Register,,,,System,
791,2017-01-17T13:44:00,2017-01-17T13:52:00,Analyze Defect,,1,,Tester2,T2
791,2017-01-17T13:58:00,2017-01-17T14:09:00,Repair (Simple),,,,SolverS3,
791,2017-01-17T14:09:00,2017-01-17T14:19:00,Test Repair,TRUE,,1,Tester3,
791,2017-01-17T14:24:00,2017-01-17T14:24:00,Inform User,,,,System,
791,2017-01-17T14:28:00,2017-01-17T14:28:00,Archive Repair,TRUE,,1,System,
792,2017-01-18T17:23:00,2017-01-18T17:23:00,Register,,,,System,
792,2017-01-18T17:23:00,2017-01-18T17:31:00,Analyze Defect,,9,,Tester1,T1
792,2017-01-18T17:40:00,2017-01-18T17:54:00,Repair (Complex),,,,SolverC2,
792,2017-01-18T17:53:00,2017-01-18T17:53:00,Inform User,,,,System,
792,2017-01-18T17:54:00,2017-01-18T18:02:00,Test Repair,FALSE,,0,Tester5,
792,2017-01-18T18:09:00,2017-01-18T18:09:00,Restart Repair,,,,System,
792,2017-01-18T18:09:00,2017-01-18T18:21:00,Repair (Complex),,,,SolverC1,
792,2017-01-18T18:21:00,2017-01-18T18:30:00,Test Repair,TRUE,,0,Tester6,
792,2017-01-18T18:35:00,2017-01-18T18:35:00,Archive Repair,TRUE,,0,System,
793,2017-01-18T05:08:00,2017-01-18T05:08:00,Register,,,,System,
793,2017-01-18T05:08:00,2017-01-18T05:13:00,Analyze Defect,,7,,Tester2,T2
793,2017-01-18T05:20:00,2017-01-18T05:39:00,Repair (Complex),,,,SolverC2,
793,2017-01-18T05:39:00,2017-01-18T05:45:00,Test Repair,TRUE,,0,Tester6,
793,2017-01-18T05:53:00,2017-01-18T05:53:00,Inform User,,,,System,
793,2017-01-18T05:53:00,2017-01-18T05:53:00,Archive Repair,TRUE,,0,System,
794,2017-01-17T20:05:00,2017-01-17T20:05:00,Register,,,,System,
794,2017-01-17T20:05:00,2017-01-17T20:14:00,Analyze Defect,,8,,Tester1,T2
794,2017-01-17T20:33:00,2017-01-17T21:20:00,Repair (Complex),,,,SolverC3,
794,2017-01-17T20:36:00,2017-01-17T20:36:00,Inform User,,,,System,
794,2017-01-17T21:20:00,2017-01-17T21:28:00,Test Repair,TRUE,,0,Tester2,
794,2017-01-17T21:36:00,2017-01-17T21:36:00,Archive Repair,TRUE,,0,System,
795,2017-01-18T08:43:00,2017-01-18T08:43:00,Register,,,,System,
795,2017-01-18T08:43:00,2017-01-18T08:51:00,Analyze Defect,,2,,Tester3,T3
795,2017-01-18T08:58:00,2017-01-18T09:07:00,Repair (Simple),,,,SolverS2,
795,2017-01-18T09:07:00,2017-01-18T09:12:00,Test Repair,FALSE,,1,Tester4,
795,2017-01-18T09:22:00,2017-01-18T09:22:00,Restart Repair,,,,System,
795,2017-01-18T09:22:00,2017-01-18T09:29:00,Repair (Simple),,,,SolverS1,
795,2017-01-18T09:29:00,2017-01-18T09:37:00,Test Repair,FALSE,,2,Tester6,
795,2017-01-18T09:37:00,2017-01-18T09:37:00,Inform User,,,,System,
795,2017-01-18T09:47:00,2017-01-18T09:47:00,Restart Repair,,,,System,
795,2017-01-18T09:47:00,2017-01-18T09:59:00,Repair (Simple),,,,SolverS3,
795,2017-01-18T09:59:00,2017-01-18T10:09:00,Test Repair,TRUE,,3,Tester1,
795,2017-01-18T10:18:00,2017-01-18T10:18:00,Archive Repair,TRUE,,3,System,
796,2017-01-18T11:39:00,2017-01-18T11:39:00,Register,,,,System,
796,2017-01-18T11:39:00,2017-01-18T11:48:00,Analyze Defect,,9,,Tester2,T1
796,2017-01-18T11:49:00,2017-01-18T12:30:00,Repair (Complex),,,,SolverC3,
796,2017-01-18T12:30:00,2017-01-18T12:35:00,Test Repair,TRUE,,0,Tester6,
796,2017-01-18T12:38:00,2017-01-18T12:38:00,Inform User,,,,System,
796,2017-01-18T12:43:00,2017-01-18T12:43:00,Archive Repair,TRUE,,0,System,
797,2017-01-18T20:21:00,2017-01-18T20:21:00,Register,,,,System,
797,2017-01-18T20:21:00,2017-01-18T20:27:00,Analyze Defect,,7,,Tester1,T1
797,2017-01-18T20:53:00,2017-01-18T21:07:00,Repair (Complex),,,,SolverC1,
797,2017-01-18T21:07:00,2017-01-18T21:15:00,Test Repair,TRUE,,0,Tester4,
797,2017-01-18T21:15:00,2017-01-18T21:15:00,Inform User,,,,System,
797,2017-01-18T21:20:00,2017-01-18T21:20:00,Archive Repair,TRUE,,0,System,
798,2017-01-17T17:42:00,2017-01-17T17:42:00,Register,,,,System,
798,2017-01-17T17:42:00,2017-01-17T17:47:00,Analyze Defect,,3,,Tester2,T1
798,2017-01-17T18:02:00,2017-01-17T18:22:00,Repair (Simple),,,,SolverS3,
798,2017-01-17T18:05:00,2017-01-17T18:05:00,Inform User,,,,System,
798,2017-01-17T18:22:00,2017-01-17T18:27:00,Test Repair,TRUE,,1,Tester3,
798,2017-01-17T18:34:00,2017-01-17T18:34:00,Archive Repair,TRUE,,1,System,
799,2017-01-17T17:50:00,2017-01-17T17:50:00,Register,,,,System,
799,2017-01-17T17:50:00,2017-01-17T17:55:00,Analyze Defect,,1,,Tester6,T3
799,2017-01-17T17:58:00,2017-01-17T18:03:00,Repair (Simple),,,,SolverS1,
799,2017-01-17T18:03:00,2017-01-17T18:08:00,Test Repair,FALSE,,1,Tester1,
799,2017-01-17T18:13:00,2017-01-17T18:13:00,Restart Repair,,,,System,
799,2017-01-17T18:13:00,2017-01-17T18:20:00,Repair (Simple),,,,SolverS1,
799,2017-01-17T18:20:00,2017-01-17T18:27:00,Test Repair,FALSE,,2,Tester1,
799,2017-01-17T18:32:00,2017-01-17T18:32:00,Inform User,,,,System,
799,2017-01-17T18:33:00,2017-01-17T18:33:00,Restart Repair,,,,System,
799,2017-01-17T18:33:00,2017-01-17T18:46:00,Repair (Simple),,,,SolverS2,
799,2017-01-17T18:46:00,2017-01-17T18:56:00,Test Repair,TRUE,,3,Tester2,
799,2017-01-17T19:06:00,2017-01-17T19:06:00,Archive Repair,TRUE,,3,System,
8,2017-01-02T18:02:00,2017-01-02T18:02:00,Register,,,,System,
8,2017-01-02T18:02:00,2017-01-02T18:08:00,Analyze Defect,,3,,Tester4,T3
8,2017-01-02T18:18:00,2017-01-02T18:23:00,Repair (Simple),,,,SolverS1,
8,2017-01-02T18:23:00,2017-01-02T18:28:00,Test Repair,FALSE,,1,Tester5,
8,2017-01-02T18:33:00,2017-01-02T18:33:00,Restart Repair,,,,System,
8,2017-01-02T18:33:00,2017-01-02T18:44:00,Repair (Simple),,,,SolverS3,
8,2017-01-02T18:44:00,2017-01-02T18:52:00,Test Repair,TRUE,,2,Tester2,
8,2017-01-02T18:48:00,2017-01-02T18:48:00,Inform User,,,,System,
8,2017-01-02T19:00:00,2017-01-02T19:00:00,Archive Repair,TRUE,,2,System,
80,2017-01-03T13:27:00,2017-01-03T13:27:00,Register,,,,System,
80,2017-01-03T13:27:00,2017-01-03T13:36:00,Analyze Defect,,4,,Tester6,T2
80,2017-01-03T13:50:00,2017-01-03T13:55:00,Repair (Simple),,,,SolverS1,
80,2017-01-03T13:55:00,2017-01-03T14:03:00,Test Repair,FALSE,,1,Tester4,
80,2017-01-03T14:00:00,2017-01-03T14:00:00,Inform User,,,,System,
80,2017-01-03T14:09:00,2017-01-03T14:09:00,Restart Repair,,,,System,
80,2017-01-03T14:09:00,2017-01-03T14:23:00,Repair (Simple),,,,SolverS2,
80,2017-01-03T14:23:00,2017-01-03T14:28:00,Test Repair,FALSE,,2,Tester1,
80,2017-01-03T14:35:00,2017-01-03T14:35:00,Restart Repair,,,,System,
80,2017-01-03T14:35:00,2017-01-03T14:46:00,Repair (Simple),,,,SolverS3,
80,2017-01-03T14:46:00,2017-01-03T14:52:00,Test Repair,TRUE,,3,Tester4,
80,2017-01-03T14:57:00,2017-01-03T14:57:00,Archive Repair,TRUE,,3,System,
800,2017-01-18T17:04:00,2017-01-18T17:04:00,Register,,,,System,
800,2017-01-18T17:04:00,2017-01-18T17:09:00,Analyze Defect,,6,,Tester5,T2
800,2017-01-18T17:26:00,2017-01-18T18:09:00,Repair (Complex),,,,SolverC3,
800,2017-01-18T17:35:00,2017-01-18T17:35:00,Inform User,,,,System,
800,2017-01-18T18:09:00,2017-01-18T18:19:00,Test Repair,TRUE,,0,Tester1,
800,2017-01-18T18:28:00,2017-01-18T18:28:00,Archive Repair,TRUE,,0,System,
801,2017-01-17T13:14:00,2017-01-17T13:14:00,Register,,,,System,
801,2017-01-17T13:14:00,2017-01-17T13:24:00,Analyze Defect,,8,,Tester1,T2
801,2017-01-17T13:45:00,2017-01-17T13:45:00,Inform User,,,,System,
801,2017-01-17T13:48:00,2017-01-17T14:36:00,Repair (Complex),,,,SolverC3,
801,2017-01-17T14:36:00,2017-01-17T14:41:00,Test Repair,TRUE,,0,Tester4,
801,2017-01-17T14:49:00,2017-01-17T14:49:00,Archive Repair,TRUE,,0,System,
802,2017-01-17T13:00:00,2017-01-17T13:00:00,Register,,,,System,
802,2017-01-17T13:00:00,2017-01-17T13:06:00,Analyze Defect,,7,,Tester6,T2
802,2017-01-17T13:30:00,2017-01-17T13:50:00,Repair (Complex),,,,SolverC2,
802,2017-01-17T13:31:00,2017-01-17T13:31:00,Inform User,,,,System,
802,2017-01-17T13:50:00,2017-01-17T13:59:00,Test Repair,TRUE,,0,Tester5,
802,2017-01-17T14:09:00,2017-01-17T14:09:00,Archive Repair,TRUE,,0,System,
803,2017-01-18T03:53:00,2017-01-18T03:53:00,Register,,,,System,
803,2017-01-18T03:53:00,2017-01-18T04:01:00,Analyze Defect,,5,,Tester4,T3
803,2017-01-18T04:30:00,2017-01-18T04:43:00,Repair (Complex),,,,SolverC1,
803,2017-01-18T04:43:00,2017-01-18T04:43:00,Inform User,,,,System,
803,2017-01-18T04:43:00,2017-01-18T04:50:00,Test Repair,TRUE,,0,Tester3,
803,2017-01-18T04:57:00,2017-01-18T04:57:00,Archive Repair,TRUE,,0,System,
804,2017-01-18T06:11:00,2017-01-18T06:11:00,Register,,,,System,
804,2017-01-18T06:11:00,2017-01-18T06:19:00,Analyze Defect,,5,,Tester1,T3
804,2017-01-18T06:29:00,2017-01-18T06:44:00,Repair (Simple),,,,SolverS2,
804,2017-01-18T06:38:00,2017-01-18T06:38:00,Inform User,,,,System,
804,2017-01-18T06:44:00,2017-01-18T06:54:00,Test Repair,FALSE,,1,Tester1,
804,2017-01-18T07:00:00,2017-01-18T07:00:00,Restart Repair,,,,System,
804,2017-01-18T07:00:00,2017-01-18T07:46:00,Repair (Complex),,,,SolverC3,
804,2017-01-18T07:46:00,2017-01-18T07:53:00,Test Repair,TRUE,,1,Tester2,
804,2017-01-18T08:03:00,2017-01-18T08:03:00,Archive Repair,TRUE,,1,System,
805,2017-01-18T03:49:00,2017-01-18T03:49:00,Register,,,,System,
805,2017-01-18T03:49:00,2017-01-18T03:59:00,Analyze Defect,,10,,Tester3,T2
805,2017-01-18T04:23:00,2017-01-18T04:23:00,Inform User,,,,System,
805,2017-01-18T04:28:00,2017-01-18T04:38:00,Repair (Complex),,,,SolverC2,
805,2017-01-18T04:38:00,2017-01-18T04:47:00,Test Repair,TRUE,,0,Tester4,
805,2017-01-18T04:54:00,2017-01-18T04:54:00,Archive Repair,TRUE,,0,System,
806,2017-01-18T16:56:00,2017-01-18T16:56:00,Register,,,,System,
806,2017-01-18T16:56:00,2017-01-18T17:02:00,Analyze Defect,,2,,Tester1,T1
806,2017-01-18T17:07:00,2017-01-18T17:13:00,Repair (Simple),,,,SolverS2,
806,2017-01-18T17:13:00,2017-01-18T17:22:00,Test Repair,TRUE,,1,Tester2,
806,2017-01-18T17:31:00,2017-01-18T17:31:00,Inform User,,,,System,
806,2017-01-18T17:32:00,2017-01-18T17:32:00,Archive Repair,TRUE,,1,System,
807,2017-01-17T22:36:00,2017-01-17T22:36:00,Register,,,,System,
807,2017-01-17T22:36:00,2017-01-17T22:41:00,Analyze Defect,,4,,Tester6,T3
807,2017-01-17T23:07:00,2017-01-17T23:14:00,Repair (Simple),,,,SolverS1,
807,2017-01-17T23:14:00,2017-01-17T23:19:00,Test Repair,FALSE,,1,Tester6,
807,2017-01-17T23:24:00,2017-01-17T23:24:00,Restart Repair,,,,System,
807,2017-01-17T23:24:00,2017-01-17T23:31:00,Repair (Simple),,,,SolverS1,
807,2017-01-17T23:25:00,2017-01-17T23:25:00,Inform User,,,,System,
807,2017-01-17T23:31:00,2017-01-17T23:37:00,Test Repair,FALSE,,2,Tester1,
807,2017-01-17T23:45:00,2017-01-17T23:45:00,Restart Repair,,,,System,
807,2017-01-17T23:45:00,2017-01-18T00:00:00,Repair (Simple),,,,SolverS2,
807,2017-01-18T00:00:00,2017-01-18T00:07:00,Test Repair,TRUE,,3,Tester6,
807,2017-01-18T00:16:00,2017-01-18T00:16:00,Archive Repair,TRUE,,3,System,
808,2017-01-18T04:36:00,2017-01-18T04:36:00,Register,,,,System,
808,2017-01-18T04:36:00,2017-01-18T04:44:00,Analyze Defect,,3,,Tester1,T3
808,2017-01-18T04:54:00,2017-01-18T05:00:00,Repair (Simple),,,,SolverS1,
808,2017-01-18T05:00:00,2017-01-18T05:06:00,Test Repair,FALSE,,1,Tester3,
808,2017-01-18T05:16:00,2017-01-18T05:16:00,Restart Repair,,,,System,
808,2017-01-18T05:16:00,2017-01-18T05:16:00,Inform User,,,,System,
808,2017-01-18T05:16:00,2017-01-18T05:30:00,Repair (Simple),,,,SolverS2,
808,2017-01-18T05:30:00,2017-01-18T05:39:00,Test Repair,TRUE,,2,Tester5,
808,2017-01-18T05:49:00,2017-01-18T05:49:00,Archive Repair,TRUE,,2,System,
809,2017-01-17T23:53:00,2017-01-17T23:53:00,Register,,,,System,
809,2017-01-17T23:53:00,2017-01-18T00:01:00,Analyze Defect,,2,,Tester1,T3
809,2017-01-18T00:20:00,2017-01-18T00:27:00,Repair (Simple),,,,SolverS1,
809,2017-01-18T00:21:00,2017-01-18T00:21:00,Inform User,,,,System,
809,2017-01-18T00:27:00,2017-01-18T00:32:00,Test Repair,FALSE,,1,Tester2,
809,2017-01-18T00:42:00,2017-01-18T00:42:00,Restart Repair,,,,System,
809,2017-01-18T00:42:00,2017-01-18T00:53:00,Repair (Simple),,,,SolverS2,
809,2017-01-18T00:53:00,2017-01-18T01:00:00,Test Repair,TRUE,,2,Tester1,
809,2017-01-18T01:10:00,2017-01-18T01:10:00,Archive Repair,TRUE,,2,System,
81,2017-01-03T23:14:00,2017-01-03T23:14:00,Register,,,,System,
81,2017-01-03T23:14:00,2017-01-03T23:21:00,Analyze Defect,,9,,Tester2,T2
81,2017-01-03T23:28:00,2017-01-03T23:43:00,Repair (Complex),,,,SolverC1,
81,2017-01-03T23:43:00,2017-01-03T23:53:00,Test Repair,TRUE,,0,Tester3,
81,2017-01-04T00:06:00,2017-01-04T00:06:00,Inform User,,,,System,
81,2017-01-04T00:06:00,2017-01-04T00:06:00,Archive Repair,TRUE,,0,System,
810,2017-01-17T17:16:00,2017-01-17T17:16:00,Register,,,,System,
810,2017-01-17T17:16:00,2017-01-17T17:25:00,Analyze Defect,,6,,Tester1,T2
810,2017-01-17T17:29:00,2017-01-17T17:47:00,Repair (Complex),,,,SolverC2,
810,2017-01-17T17:45:00,2017-01-17T17:45:00,Inform User,,,,System,
810,2017-01-17T17:47:00,2017-01-17T17:52:00,Test Repair,TRUE,,0,Tester3,
810,2017-01-17T18:02:00,2017-01-17T18:02:00,Archive Repair,TRUE,,0,System,
811,2017-01-18T04:21:00,2017-01-18T04:21:00,Register,,,,System,
811,2017-01-18T04:21:00,2017-01-18T04:31:00,Analyze Defect,,7,,Tester4,T3
811,2017-01-18T04:44:00,2017-01-18T04:58:00,Repair (Complex),,,,SolverC2,
811,2017-01-18T04:48:00,2017-01-18T04:48:00,Inform User,,,,System,
811,2017-01-18T04:58:00,2017-01-18T05:07:00,Test Repair,TRUE,,0,Tester6,
811,2017-01-18T05:14:00,2017-01-18T05:14:00,Archive Repair,TRUE,,0,System,
812,2017-01-18T17:06:00,2017-01-18T17:06:00,Register,,,,System,
812,2017-01-18T17:06:00,2017-01-18T17:14:00,Analyze Defect,,10,,Tester3,T3
812,2017-01-18T17:29:00,2017-01-18T17:46:00,Repair (Complex),,,,SolverC1,
812,2017-01-18T17:46:00,2017-01-18T17:52:00,Test Repair,TRUE,,0,Tester4,
812,2017-01-18T17:58:00,2017-01-18T17:58:00,Inform User,,,,System,
812,2017-01-18T17:58:00,2017-01-18T17:58:00,Archive Repair,TRUE,,0,System,
813,2017-01-19T01:02:00,2017-01-19T01:02:00,Register,,,,System,
813,2017-01-19T01:02:00,2017-01-19T01:11:00,Analyze Defect,,2,,Tester5,T1
813,2017-01-19T01:22:00,2017-01-19T01:29:00,Repair (Simple),,,,SolverS2,
813,2017-01-19T01:29:00,2017-01-19T01:34:00,Test Repair,FALSE,,1,Tester2,
813,2017-01-19T01:39:00,2017-01-19T01:39:00,Inform User,,,,System,
813,2017-01-19T01:43:00,2017-01-19T01:43:00,Restart Repair,,,,System,
813,2017-01-19T01:43:00,2017-01-19T01:56:00,Repair (Simple),,,,SolverS2,
813,2017-01-19T01:56:00,2017-01-19T02:01:00,Test Repair,TRUE,,2,Tester6,
813,2017-01-19T02:09:00,2017-01-19T02:09:00,Archive Repair,TRUE,,2,System,
814,2017-01-18T11:15:00,2017-01-18T11:15:00,Register,,,,System,
814,2017-01-18T11:15:00,2017-01-18T11:20:00,Analyze Defect,,8,,Tester4,T2
814,2017-01-18T11:34:00,2017-01-18T11:53:00,Repair (Complex),,,,SolverC1,
814,2017-01-18T11:53:00,2017-01-18T12:00:00,Test Repair,TRUE,,0,Tester3,
814,2017-01-18T12:06:00,2017-01-18T12:06:00,Inform User,,,,System,
814,2017-01-18T12:08:00,2017-01-18T12:08:00,Archive Repair,TRUE,,0,System,
815,2017-01-19T03:34:00,2017-01-19T03:34:00,Register,,,,System,
815,2017-01-19T03:34:00,2017-01-19T03:43:00,Analyze Defect,,7,,Tester5,T2
815,2017-01-19T04:01:00,2017-01-19T04:01:00,Inform User,,,,System,
815,2017-01-19T04:05:00,2017-01-19T04:15:00,Repair (Complex),,,,SolverC2,
815,2017-01-19T04:15:00,2017-01-19T04:21:00,Test Repair,TRUE,,0,Tester6,
815,2017-01-19T04:27:00,2017-01-19T04:27:00,Archive Repair,TRUE,,0,System,
816,2017-01-18T11:06:00,2017-01-18T11:06:00,Register,,,,System,
816,2017-01-18T11:06:00,2017-01-18T11:13:00,Analyze Defect,,5,,Tester6,T3
816,2017-01-18T11:32:00,2017-01-18T11:37:00,Repair (Simple),,,,SolverS1,
816,2017-01-18T11:37:00,2017-01-18T11:47:00,Test Repair,FALSE,,1,Tester5,
